Node,Community,Degree,Betweenness Centrality,Closeness Centrality
SotoAlt & Tenji,123,1,0.0,0.0017761989342806395
How to use the dev command for hot reloading code changes.,123,1,0.0,0.0017761989342806395
Ophiuchus (08:37-08:49),124,1,0.0,0.0017761989342806395
General Discord chat,124,1,0.0,0.0017761989342806395
yung_algorithm,24,2,0.0013526924268187075,0.09762758113807676
Ophiuchus (10:09),24,1,0.0,0.07782445093566119
"yung_algorithm, Tenji (10:37)",0,1,0.0,0.10760785810894176
Tenjis username,6,2,0.0013526924268187073,0.09183981626076348
Ophiuchas & ferric,6,1,0.0,0.07410180120678932
slim and Bruenu,125,1,0.0,0.0017761989342806395
Bruenu,125,1,0.0,0.0017761989342806395
technoir (02:35),126,1,0.0,0.0017761989342806395
ray(01:24),126,1,0.0,0.0017761989342806395
flockaflame,134,1,0.0,0.09513881313687433
lucyfer,51,1,0.0,0.10061862222686588
Need help,0,1,0.0,0.08473147134893969
Ophiuchus](21:11),127,1,0.0,0.0017761989342806395
Bless,127,1,0.0,0.0017761989342806395
rhitik,14,2,3.1604963243427746e-06,0.005439609236234458
kiziamizia,134,1,0.0,0.09319500083668848
Cookie3,134,1,0.0,0.09319500083668848
Finding alternatives for fine-tuning GPT4o without owning GPUs and exploring external services like RunPod.,38,1,0.0,0.002368265245707519
MetaMike,83,2,4.424694854079885e-05,0.006315373988553384
Drew,83,1,0.0,0.004547069271758437
Brandon,6,2,0.000673185717085011,0.08857043768837385
Apollo DAO and others interested in exploring new tools.,6,1,0.0,0.0883797585975485
devAlex,128,1,0.0,0.0017761989342806395
J3r,128,1,0.0,0.0017761989342806395
Apollo DAO,6,2,0.000673185717085011,0.08857043768837385
agent is live on Farcaster yoinker,6,2,3.1604963243427746e-06,0.07208498308790391
pmairca,6,1,0.0,0.0883797585975485
Airmax,129,1,0.0,0.0017761989342806395
pmairca shaw,129,1,0.0,0.0017761989342806395
lina-bytes,24,1,0.0,0.0973959617284965
Jb,6,1,0.0,0.09163481667089571
AzFlin;standard,0,1,0.0,0.08473147134893969
kellyn,130,1,0.0,0.0017761989342806395
"jin, smokyboo",130,1,0.0,0.0017761989342806395
agent_joshua,131,1,0.0,0.0017761989342806395
"kellyn, jin",131,1,0.0,0.0017761989342806395
AzFlin & maxim.sui🌊,132,1,0.0,0.0017761989342806395
Eliza installation issue,132,1,0.0,0.0017761989342806395
dmg,133,1,0.0,0.0017761989342806395
All members in the chat.,133,1,0.0,0.0017761989342806395
claude,34,1,0.0,0.09340704862016218
Poe,34,1,0.0,0.09340704862016218
WAWE (02:34-02:37),5,1,0.0,0.08753176517816903
"big dookie (02:45)], [boom lfg",88,1,0.0,0.002368265245707519
Lina,24,1,0.0,0.07595263250427618
nftranch,5,1,0.0,0.1127813128257178
Adnan,51,1,0.0,0.0882847265990565
Stacker✝] (DM open),51,1,0.0,0.0882847265990565
Slim](06:35),5,2,1.8902778016069148e-05,0.11899245759003269
WAWE (07:38),134,1,0.0,0.06552657281494217
andy8052,134,2,0.0013526924268187075,0.07902290253813528
degendata,135,1,0.0,0.0017761989342806395
JARS,135,1,0.0,0.0017761989342806395
Kanye (00:34),5,2,1.8902778016069148e-05,0.11899245759003269
T,5,1,0.0,0.09625415678443441
AIFlow.ML](04:39),136,1,0.0,0.002368265245707519
kungfumode(05:12),136,2,6.320992648685549e-06,0.003552397868561279
solswappa](04:39),136,1,0.0,0.002368265245707519
sleepysign,137,1,0.0,0.0017761989342806395
Black,137,1,0.0,0.0017761989342806395
"Everyone in the chat, including shaw",138,1,0.0,0.0017761989342806395
fudme(01:31),138,1,0.0,0.0017761989342806395
Tharakesh](05:16),139,1,0.0,0.0017761989342806395
Windows users facing issues,139,1,0.0,0.0017761989342806395
Mina,140,1,0.0,0.0017761989342806395
"Citizen1553, Tharakesh",140,1,0.0,0.0017761989342806395
"Mina, MrEnjOy_",134,1,0.0,0.06164023703988179
"Mina, DataRelic",141,1,0.0,0.0017761989342806395
Twitter cookies setup for environment.,141,1,0.0,0.0017761989342806395
Alain Schaerer,24,1,0.0,0.09448192835111917
